Instrument,Action,Quantity,Price,Time,ID,E/X,Position,Order ID,Name,Commission,Rate,Account,Connection,
MNQ 12-23,Buy,1,16083.50,11/29/2023 1:26:55 PM,81179abd9dec45bebb502e4d3d34525f,Exit,1 S,386f122beb884dd194a88bc7a24f7c75,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16083.50,11/29/2023 1:26:55 PM,deaeb8307ed14a58a1d70e3e047aa57b,Exit,-,68c38e12377942139b7db72cb70a5c31,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16082.75,11/29/2023 2:19:01 PM,994803634643490cab46f0834bd62307,Entry,1 S,888a08f6d8f84fbf92d7c0a01e55ab62,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16069.50,11/29/2023 2:25:22 PM,6125698558ef44fead322be4d1e30e54,Exit,-,beef236089924b19bfcb67c1a7d58db5,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16064.25,11/29/2023 2:30:15 PM,97ecf35a045e4117bc960d3053c3b23b,Entry,1 L,60bc3580014349bebfff57786ae67b36,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16056.25,11/29/2023 2:35:54 PM,55704033f42546d782219e3f94727234,Entry,2 L,8c3a2dd95fa04e908990133d0c113add,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16047.25,11/29/2023 2:36:04 PM,4405b64aea224d4dbb0288fff310432d,Exit,1 L,726e6773de6e4323bca468ffbe8b1f3f,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16047.25,11/29/2023 2:36:04 PM,aa29ae70903b46bb89453d8b2fca6a4a,Exit,-,d19509d74a9c407e9232ddc918eb40cc,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16040.75,11/29/2023 2:36:09 PM,a89f5da16d0b45378a8b1b4effdf1346,Entry,1 S,2f4893afd8254aa98e5d26444dcb75bf,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16054.50,11/29/2023 2:45:36 PM,8545fbedc198422eb01b8a9b8cad90d1,Exit,-,5f6f23bade9f4d76a6d21c0df723a2a8,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15893.00,11/30/2023 1:04:46 PM,d5b08202c5104c9dac1a455878ef2545,Entry,1 S,99d7bbe9ab7d48f393b79a6396bc97b7,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15883.00,11/30/2023 1:06:50 PM,1235010ded0f41789ca90caa84b732b4,Exit,-,cc0b44fd6def4b89b01165872b66d5d1,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15873.25,11/30/2023 1:09:39 PM,76fc75be95404578ad2978fa81490579,Entry,1 S,d69bfae1fd2c4fd99a215196a8c4b96e,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15885.75,11/30/2023 1:22:56 PM,e723d5b284d44a3d9596abf16bf7d454,Exit,-,be4db2d6a27d477a818d2e134da27fa4,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15883.00,11/30/2023 1:25:52 PM,2cad688861f24a988fd71ecf7869f097,Entry,1 S,815f632026c94bda8326a900431ff9b3,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15873.00,11/30/2023 1:27:24 PM,50fd1e8a288a4b28b513339ec6d017c4,Exit,-,7cf405f15d4e49ebbea0f6fccb8dd81b,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15860.00,11/30/2023 1:31:12 PM,e7819ed066814b3790eb0d0de3f11719,Entry,1 S,8fe577453210458da69df6f7c906e2ff,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15870.00,11/30/2023 1:32:06 PM,700887a26fe743bbab77f3571d7f493e,Exit,-,92f1caf9a3df4f0fb5bb69c34655fb1f,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15872.00,11/30/2023 1:32:58 PM,16e73498143146ad8ab52103dd9c84a5,Entry,1 S,3295b559b6a6461a946ae28fea57ba44,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15882.25,11/30/2023 1:34:17 PM,865780e10b8545faa73c83427a32ab83,Exit,-,9554ce6eb6674944b664b87a7fe612ed,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15920.50,12/5/2023 10:04:03 AM,81516dfe14a44cdea771421bf95b2218,Entry,1 L,a1d208c1d3134abd8104c4378bbda38c,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15935.00,12/5/2023 10:22:36 AM,d0b221af64f14ce580ff613da745b28c,Entry,2 L,c576be983aeb404598f167f70f3c8d2a,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15871.75,12/5/2023 10:27:03 AM,01ad846998c247cabefed92cd6fcb545,Entry,3 L,d1fc5eb3738641b2834c3d58826ae58d,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15947.00,12/5/2023 10:46:19 AM,611540dfef974cf9b15f534cbc604575,Exit,2 L,8d38543bd79248229612d7d61d9925d0,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15947.00,12/5/2023 10:46:20 AM,9fb0cbf29e3746d2a33b0f7f6ffab993,Exit,1 L,26a615b9235f433ebbcad160ae00e303,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15947.00,12/5/2023 10:46:20 AM,cfa732b865d6497680201489a0622380,Exit,-,5368c4550a2f4b14a7b28e58aa445683,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15884.25,12/5/2023 12:28:35 PM,28978c7e89a948fd8a2e6473be859f2e,Entry,1 S,924f74ba9e8140289e778cb79e96bfc4,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15869.75,12/5/2023 12:34:16 PM,c3a3d82cfb0948c9a6aa8f3270deef29,Exit,-,4858dc5485e24bfaa06e865afed12dfa,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15868.00,12/5/2023 12:34:29 PM,64101a9367524bbabed8471ffb27f3d8,Entry,1 L,18f5ffce344a402b9a5f00332ffc0f7b,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15853.50,12/5/2023 12:43:05 PM,7d06b0fa942643dd801b22532016fef7,Exit,-,30d794c30c0d4bc3b8a20252453431e6,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15905.25,12/5/2023 3:13:57 PM,4538b4fec3b74099958c47d76b7c14ae,Entry,1 L,11480db131d8446aa354874a804caba4,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15894.75,12/5/2023 3:30:02 PM,b5938c68e55d4945b491ff62ba6c783e,Entry,2 L,caa68d3cd8f842f3a2ab2ba7adc4e953,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15893.50,12/5/2023 3:38:39 PM,1d10a958a0d84f03aa0231cd6377210e,Entry,3 L,fea4531ecefd445ea70f0478362493e6,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15887.75,12/5/2023 3:44:18 PM,40b5ea2c408f4b31ba3e19dc630b195b,Exit,2 L,0bcf5eac7cd745838ede99ee1e94f35d,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15887.75,12/5/2023 3:44:18 PM,6bd22fb63ee54435a47de7a865a74aca,Exit,1 L,a5eeba65195e4b449cdb9d9821fb424e,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15887.75,12/5/2023 3:44:18 PM,5579ff2120f9436ba549f1a2dfdf11b3,Exit,-,5b6ec6295b7b4e919256684429f023b1,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15879.75,12/6/2023 11:46:50 AM,68341c6345214eaba1fb511226c7e617,Entry,1 S,bc9045124bf54369aac0f579d8669d22,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15892.75,12/6/2023 11:53:01 AM,401afad653374007aed0148fbd180f21,Exit,-,1536131baba34474acf2b6cd5990fb61,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15902.25,12/6/2023 11:55:55 AM,7e85b90d01b14efe9b4d5c255b8b3644,Entry,1 L,bffdb3d440434689a93bd1fb079fd86e,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15913.25,12/6/2023 11:59:06 AM,68f038a51ba5408292db024f28dc5e44,Entry,2 L,79ad1e9b476e4b92be2a6a823104a2af,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15908.00,12/6/2023 12:00:54 PM,214334b63dba46dbb2f45ce06230a630,Exit,1 L,97245e9cbda5497f85e4896a0b7161eb,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15908.00,12/6/2023 12:00:54 PM,e1d6cc5c3e254143a16de0442405a28c,Exit,-,d09e14f8f30a40c99c93c0e27b555116,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15904.50,12/6/2023 12:04:11 PM,9e04ce2892d2455ebb42e4077c65539e,Entry,1 L,b1605bf6723b4200b9595ad2a1fcad5a,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15914.50,12/6/2023 12:07:29 PM,a659879706e84b70adb6e1d1c9cad8df,Entry,2 L,17275716deea415f97ba11d6160ad156,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15919.25,12/6/2023 12:11:19 PM,df0c5560b9fd4bcc9d30ea160295ce09,Entry,3 L,be24c4e6213a4befa8d0b89ad882c002,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15914.50,12/6/2023 12:13:44 PM,478c6f1eecb948ada71e218970ceb4f0,Exit,2 L,99c79b2c04ef4fb7bf1d61f4ca6bf57e,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15914.50,12/6/2023 12:13:44 PM,746520688c3e49049aca39addc98089d,Exit,1 L,7c7ec5fd532f459bb60e53e0e7c8de72,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15914.50,12/6/2023 12:13:44 PM,21aec2c1f6a44920b38d4d6974247139,Exit,-,3218dbbb9ba14a21ad4aea9dae1cf2ce,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15908.00,12/6/2023 12:15:00 PM,db63e5a5191040db91f3a83299b1c0dc,Entry,1 L,83615f2bf6124852bf9f859d1f781a22,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15898.00,12/6/2023 12:19:21 PM,75cea66c2c6846c4863f4a7dece076b0,Exit,-,20db530e3e1d471689d35425b3350d3e,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15897.00,12/6/2023 12:26:09 PM,528d671aec91454d8e561c0f74c5dba6,Entry,1 L,a6baf1431a334918812fb2817d515ebb,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15907.00,12/6/2023 12:40:30 PM,3bb4e94fd4c14d94881ce06cf9d086e2,Exit,-,038debbbac1a462282230e325b6f2ca3,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15912.00,12/6/2023 12:42:19 PM,23ae461002b94387a460c4c5a9e5ff4d,Entry,1 S,d424d29d76e84c48b756f91770d0c6c9,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15902.00,12/6/2023 12:45:32 PM,48de647a9b304cce845b5deed5e10745,Exit,-,694f16042ddd434a9322cb91f605b884,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15860.00,12/6/2023 1:05:56 PM,4116fb0b1b544605b69d3ba4cf12cb0b,Entry,1 S,f36b72179b6c4744bd695fe32becd97c,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15848.75,12/6/2023 1:06:17 PM,123ef75d3ad54ff6adb22b3c6304ed6a,Exit,-,fbb6d0884b324afe8ed09008553236d8,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16025.50,12/7/2023 11:08:37 PM,80bb352071cd41bc9f639b2b20e52c47,Entry,1 S,5942bf5123b8462b853d795cdff63be8,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16020.50,12/8/2023 12:25:32 AM,dcebde5cba1e40a7acc26061600d5352,Exit,-,f742c7c6e0ad4dcaad478befefa55aa2,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16040.50,12/8/2023 10:05:28 AM,a4425ec5ceab40bdb599a33fbed0aac3,Entry,1 L,4124a503dadf476480aacf8e5f4a88ec,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16031.75,12/8/2023 10:05:29 AM,681ef200b3ad4ce79c2087da721b9c34,Exit,-,c4b8901365134d08a91a8a2448d88af4,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16040.25,12/8/2023 10:05:54 AM,49dda948d9ef4b979a2b19665d24c877,Entry,1 L,3ebb0d45f83f465e84e96c4f88f4eeb7,,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16061.25,12/8/2023 10:07:10 AM,f86624576afe4bbabe30ad03d5de89da,Exit,-,6df88a4da33f4e6db50ba3317b3d50dd,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16098.25,12/8/2023 10:18:45 AM,990ec80f06a74d71b1920dc8cb3dddf7,Entry,1 L,65373925f48e4bc6bc08120a9aec9784,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16108.25,12/8/2023 10:24:25 AM,83268321219044918653a3286cb8b1bf,Entry,2 L,20ec31f3ce8342c7be9d1b8cb7f9b255,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16085.50,12/8/2023 10:31:07 AM,c26bed5561694856a54dc7ad85458b6c,Entry,3 L,99ce2d8b99ab4485bfb41cdc314d13e7,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16049.50,12/8/2023 10:35:48 AM,3eee7896d5e345b6ab6c29d00756ba2f,Exit,2 L,cd77892bec7d41aca2e3f176f901cffd,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16049.50,12/8/2023 10:35:48 AM,a642b76e311b45a6a7405b3875ba70eb,Exit,1 L,4f00316bc7f745baa5f5b47834f16758,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16049.50,12/8/2023 10:35:48 AM,e1c2cdbca1584573b80ee28fe26255be,Exit,-,25cba346a24145cd9be1a32f39c11c74,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16054.75,12/8/2023 10:47:46 AM,215134f048304c2a83b3291bc56f2ea8,Entry,1 L,e4fb4d200dc24f18b2d3b17be40b92e8,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16087.25,12/8/2023 10:53:15 AM,f2e98ebd3c474b83b3b1e1dda800101e,Entry,2 L,6449e575f2e844e998cb413caf9b32ad,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,16097.00,12/8/2023 10:57:18 AM,35fcba3eb7694936b1c0353dd350ac37,Entry,3 L,6aac4378c0704d17bd46e5c6b8d04dbc,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16018.75,12/8/2023 11:38:47 AM,fdb28a4469e8446fa19fac7df554c37a,Exit,2 L,734820fb0fe7496e96710c2ba2afb00f,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16018.75,12/8/2023 11:38:48 AM,a59124b697c04ec5b9a09cbab731a57e,Exit,1 L,9bbf33c62a3940e9a908499ef9fd9e0a,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,16018.75,12/8/2023 11:38:48 AM,44f47f0ed351404fb96cd09696e8f8c0,Exit,-,6b3333149bf04813901f7279970760da,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16369.25,12/11/2023 10:02:20 AM,ebc1b4df51404659b88c887e25db6cdf,Entry,1 L,a08400cf54364ba9b7cf622f3f5da908,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16359.25,12/11/2023 10:02:51 AM,27685a772f6d40e6af66bf0e1ca613e3,Exit,-,c4bc8d40c7624565868ca2c4ae47ee04,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16903.75,12/18/2023 11:59:45 AM,c9cdf2d577824a0b87c594981c993f15,Entry,1 L,e55ddec24ee04aa582975b6e91e7f50e,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16913.75,12/18/2023 12:02:44 PM,75b2eda302734ba58299127783af76d0,Exit,-,8b1f9b71b6cd487e950d9af270c499c2,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16916.00,12/18/2023 12:08:26 PM,531394b498814b9d9231c18c68f4c143,Entry,1 L,e21245ce6d1840fa91a49d33450dc1f4,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16926.00,12/18/2023 12:10:33 PM,94b8710ab00b49f7b3eb67d7d9efee16,Entry,2 L,5fbba27c38554a089df33f9c04175b63,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16949.25,12/18/2023 1:25:26 PM,db88b79e594c49eb8d57af3b1c1135f1,Entry,3 L,48961f04dc6649a0908f28f8260719c5,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,3,16923.25,12/18/2023 4:32:00 PM,fc3aabb86b6449c48c40ea833245973a,Exit,-,ecf6bb205f01462aaa01914363fccd9d,Close,$1.83,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16975.75,12/19/2023 1:09:48 PM,5b7bb79979f2491ca6c86dbcc360e24b,Entry,1 L,d0bd92598b9943748b8b6ef12ce4d76a,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16985.50,12/19/2023 1:26:27 PM,93e9a4c60c80402ca04e5fd24c41a493,Entry,2 L,24844443a871455eb45b0e2e9afc7ad5,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16991.75,12/19/2023 1:29:15 PM,96c4a435972a4a0ba60a098e80b75c62,Exit,1 L,ab91e29b0db14598b0fab48eef14e640,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16991.75,12/19/2023 1:29:15 PM,6bc22e996a48425c893e45e51d542d29,Exit,-,89a175d1c9164894ba778d3ae8096a89,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16992.75,12/19/2023 1:30:29 PM,26646a8133f54a36aa81c0693bc798ff,Entry,1 S,f26c9266c3424e7e91e8513cd7533808,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16985.00,12/19/2023 1:37:26 PM,205613a1a653472e872b04c1e0ef3701,Exit,-,2e6d5fed0365437dad6c9e550c3be0ef,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16996.00,12/19/2023 1:39:49 PM,22664509beed4499bd5d6a98f5d80fa7,Entry,1 S,ecd9e15909424436ac07a53d94e73110,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,17004.00,12/19/2023 1:48:49 PM,30dfa660f488463b96b366ae56639572,Entry,2 S,ce3584bd54eb47558e203e5933d642c7,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16995.00,12/19/2023 1:54:12 PM,a4282e316f154ae3ab6a6489a454c096,Exit,1 S,ff22292adf8140b490ee12f1b0fd5d37,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16995.00,12/19/2023 1:54:12 PM,e46c58a71c1847e7a87ee15c48e815b0,Exit,-,be1b702000024fefaa542cd8ece69fdf,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16988.00,12/19/2023 1:57:29 PM,92d31c344b754aaca12169397bc54431,Entry,1 L,adf345ac5cb3474a841cde88dad32976,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16998.00,12/19/2023 2:02:19 PM,bfc31136588542fea6cfcc38d85374b0,Exit,-,4d47795f1f514157b94304d50c87e486,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,17000.50,12/19/2023 2:05:05 PM,a6d019e449f141af8ffd8867ea50a9f9,Entry,1 S,05d52fbc7e65478cbc0e4c55763a1b7b,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,17003.75,12/19/2023 2:09:31 PM,f42658e2f0bf4b40815be89692985146,Entry,2 S,3a0dfb49796c44758569200859a78468,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,17006.75,12/19/2023 2:10:57 PM,427d22a414d1463484485ce0e80fb5cc,Entry,3 S,f1e197cd7d9249a7a254d4e2ce95904c,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,17000.25,12/19/2023 2:21:42 PM,4aca3c01c91d47a8b6cb4efd798524fd,Exit,2 S,d0aec9bf92564223a939148aad58ea6c,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,17000.25,12/19/2023 2:21:42 PM,6398c42d01b24e17b8d8809e2cc5f171,Exit,1 S,88039755e7df4425adbcbe2c1c54eb1b,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,17000.25,12/19/2023 2:21:42 PM,778904ae9c3242208e8cad32bb729d96,Exit,-,b04c690a16b24588b0df0a638f10ac9f,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,17000.25,12/19/2023 2:21:58 PM,ff26f099b91242b4af46014ec7fbb787,Entry,1 L,1749bb5270f14f83b0e4278c2e165074,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16996.25,12/19/2023 2:23:01 PM,db67f3fd20b247b2884c8de935a09eb5,Entry,2 L,51ba434f83e843558ee0c6ae7ff547d1,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16996.75,12/19/2023 2:40:48 PM,9b80afbb18ff43a193aa5d81e948c41b,Entry,3 L,ab485f57ddd446f4aeef43f8ca76e103,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,17004.50,12/19/2023 3:01:24 PM,d869ed8dc41b4536affbc99bc262095a,Exit,2 L,e0d2cd9695ae4829a6e5b126ebff2cf6,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,17004.50,12/19/2023 3:01:24 PM,63a2aac14f8f49b88176eecd8f352027,Exit,1 L,3c1b9e132a6e41dd8f6914bdb7d3a907,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,17004.50,12/19/2023 3:01:24 PM,5889f60771e746dd88d40c3b9bc27fdb,Exit,-,99b1bef7fe6f40ed87d8af0b1e98cca4,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16874.25,12/21/2023 11:20:15 AM,949478c28b8f48098680fe57708aaa00,Entry,1 L,21f673f13b83468a80a3b3dbf84e9cac,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16884.25,12/21/2023 11:21:14 AM,aeaa3ab7549f4aafa1bed59d107f9b82,Exit,-,90f6632ae44e4b3d811a7aab5d8b6cfd,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16884.75,12/21/2023 11:21:21 AM,223a6457c983433a82b1970077e582bc,Entry,1 S,761467b2eafc4b0ea78af0edc9922c4d,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16894.75,12/21/2023 11:27:16 AM,86882b3d993f49fc8905ea83501c6308,Entry,2 S,1d330ffdfed642389e89ad3998358bab,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16900.00,12/21/2023 11:31:05 AM,045a31ae48394ffa832c042c0fbd4b47,Entry,3 S,2dcef5004b6642578de5d129e5f9520d,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16916.50,12/21/2023 11:36:37 AM,dac3ae62e3bd4433b551dde2db2f5f1e,Exit,2 S,e331e2ebbd0a4c9e8951b9f339c9accb,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16916.50,12/21/2023 11:36:37 AM,c02434eec70e4bab954325f16b7d3ebd,Exit,1 S,8f290ed168f1403196b3e74072832fb8,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16916.50,12/21/2023 11:36:37 AM,1df3344a16f742688137da43b23fab21,Exit,-,b20f49fff69d4c7399f454768c51a676,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16920.25,12/21/2023 11:36:48 AM,cd8a17cc0c5a481a9daca57a3028091b,Entry,1 L,d043ebb454a5489abd004b068eb3a677,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16910.50,12/21/2023 11:38:58 AM,ca532c6575724ca8ad1a4eded801b3ab,Entry,2 L,6b8068e6601042738e805b0ae70f716a,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16902.25,12/21/2023 11:38:59 AM,1038bec23de0420cb86ccd7365fd5b82,Exit,1 L,81a4c1afa9fd4508b54084267dac04aa,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16902.25,12/21/2023 11:38:59 AM,ac03f7e35a0f4535b95be03b42edec25,Exit,-,1a9ab4ce264f4b5b9e1d56c814eef98f,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
